Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction
fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,18 Reviews,4.75,4.13,4.25
fever,Ibuprofen,On Label,OTC,16 Reviews,4.75,5,4.75
fever,Acetaminophen,On Label,OTC,16 Reviews,3.73,4.36,3.55
fever,Acetaminophen,On Label,OTC,15 Reviews,4.5,4,4.25
fever,Acetaminophen,On Label,OTC,15 Reviews,3,4.25,2.5
fever,Acetaminophen,On Label,OTC,13 Reviews,2.2,4,2.8
fever,Acetaminophen,On Label,OTC,11 Reviews,3.5,4,3.75
fever,Ibuprofen,On Label,OTC,11 Reviews,4,4.4,4.2
fever,Acetaminophen-Caffeine,On Label,OTC,11 Reviews,5,4.88,4.88
fever,Indomethacin,Off Label,RX,10 Reviews,4.4,4.6,4.2
fever,Phenyltoloxamine-Acetaminophen,"
",RX,10 Reviews,4,3.8,4
fever,Naproxen Sodium,Off Label,RX,9 Reviews,3.33,3.67,3
fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,9 Reviews,4.33,5,4.33
fever,Aspirin,On Label,OTC,8 Reviews,5,5,5
fever,Chlorpheniram-DM-Acetaminophen,On Label,OTC,8 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,8 Reviews,3.67,4.67,4.33
fever,Acetaminophen,On Label,OTC,7 Reviews,4.5,4.5,4.5
fever,Phenyltoloxamine-Acetaminophen,"
",RX,7 Reviews,3.5,5,3.25
fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,7 Reviews,5,5,5
fever,"ASA-Acetaminophen-Salicyl-Caff, Mg Salicylat-Acetaminophen-Caf",On Label,OTC,6 Reviews,2.6,3,2.8
fever,ASA-Acetaminophen-Salicyl-Caff,On Label,OTC,6 Reviews,5,4,5
fever,"Choline,Magnesium Salicylate",On Label,RX,6 Reviews,2.33,4,1.67
fever,Acetaminophen,On Label,OTC,6 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,6 Reviews,2,2,1
fever,Naproxen Sodium,On Label,OTC,5 Reviews,4,5,5
fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,5 Reviews,2,2.5,1
fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,5 Reviews,4,5,2.5
fever,"Aspirin, Buffered",On Label,OTC,5 Reviews,5,5,5
fever,Aspirin,On Label,OTC,5 Reviews,3,5,5
fever,Acetaminophen,On Label,OTC,5 Reviews,1.5,2.5,1.5
fever,Phenyltoloxamine-Acetaminophen,"
",OTC,5 Reviews,4.5,4.5,5
fever,Aspirin,On Label,OTC,5 Reviews,4,5,5
fever,Acetaminophen,On Label,OTC,5 Reviews,3,4,3
fever,Naproxen-Pseudoephedrine,On Label,OTC,5 Reviews,4.5,5,3
fever,Acetaminophen,On Label,OTC,5 Reviews,4.5,4,4.5
fever,Acetaminophen,On Label,RX,5 Reviews,4,4.75,4
fever,Naproxen Sodium,Off Label,RX,5 Reviews,4,5,4
fever,"Chlorphen-PE-DM-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,5 Reviews,5,5,5
fever,DM-PE-Acetam/DM-Acetam-Doxylam,On Label,OTC,5 Reviews,3,3,3
fever,Phenyltoloxamine-Acetaminophen,"
",OTC,4 Reviews,3.67,4.33,3.33
fever,Aspirin,On Label,OTC,4 Reviews,5,5,4.5
fever,Ibuprofen,On Label,OTC,4 Reviews,4,4.67,4.33
fever,Ibuprofen,On Label,OTC,4 Reviews,4,4.67,4.33
fever,Ibuprofen,On Label,OTC,4 Reviews,4,4.67,4.33
fever,Aspirin,On Label,OTC,4 Reviews,4.5,4.5,4.5
fever,Phenyltoloxamine-Acetaminophen,"
",RX,4 Reviews,4.67,5,4.33
fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,4 Reviews,5,5,5
fever,Pseudoeph-DM-GG-Acetaminophen,On Label,RX,4 Reviews,4,3,4
fever,Acetaminophen,On Label,RX,4 Reviews,1.67,3,1.67
fever,Phenyltoloxamine-Acetaminophen,"
",RX/OTC,4 Reviews,2.5,4,2.5
fever,"Chlorpheniramine-Acetaminophen, Chlorphen-PPA-Acetaminophen",On Label,OTC,4 Reviews,4,3,5
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,4 Reviews,3.5,3,1.5
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,4 Reviews,2.75,4.25,2.5
fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,4 Reviews,4,4.67,3
fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,4 Reviews,3,4,2
fever,Ibuprofen,On Label,OTC,4 Reviews,2.5,3,1
fever,Ibuprofen,On Label,OTC,4 Reviews,2.5,3,1
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,4 Reviews,3,4,2
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,4 Reviews,5,5,4.5
fever,Aspirin,On Label,OTC,3 Reviews,4,5,4
fever,"Aspirin, Buffered",On Label,OTC,3 Reviews,4,4.5,5
fever,Aspirin,On Label,OTC,3 Reviews,1,4,1
fever,Phenyltoloxamine-Acetaminophen,"
",RX,3 Reviews,3,3.5,3
fever,Ibuprofen,On Label,RX,3 Reviews,4.5,4.5,4
fever,Pseudoephedrine-Ibuprofen,On Label,OTC,3 Reviews,2,4,1
fever,Aspirin,On Label,OTC,3 Reviews,4.5,4.5,4.5
fever,Naproxen-Pseudoephedrine,On Label,OTC,3 Reviews,4.33,4.33,4.33
fever,Naproxen-Pseudoephedrine,On Label,OTC,3 Reviews,4,4,4
fever,Naproxen-Pseudoephedrine,On Label,OTC,3 Reviews,5,5,5
fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,3 Reviews,3.5,4.5,3.5
fever,Phenyltoloxamine-Acetaminophen,"
",RX,3 Reviews,3.5,4,3.5
fever,"Pseudoephed-DM-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,3 Reviews,5,5,5
fever,"Pseudoephed-DM-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,3 Reviews,5,5,5
fever,Chlorpheniram-DM-Acetaminophen,On Label,OTC,3 Reviews,5,5,5
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,3 Reviews,1,5,1
fever,Naproxen Sodium,On Label,OTC,3 Reviews,3.5,4,3
fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,3 Reviews,4,4.5,4.5
fever,Pseudoeph-DM-GG-Acetaminophen,On Label,RX,3 Reviews,3.5,4,2
fever,Phenyltoloxamine-Acetaminophen,"
",RX/OTC,3 Reviews,4,5,4
fever,Acetaminophen,On Label,OTC,3 Reviews,5,5,3
fever,Acetaminophen,On Label,OTC,3 Reviews,5,5,5
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,3 Reviews,1,4.33,1
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,3 Reviews,2,1,1
fever,Ibuprofen,On Label,OTC,3 Reviews,4,4.5,4
fever,"Aspirin, Buffered",On Label,OTC,2 Reviews,5,5,5
fever,"Aspirin, Buffered",On Label,OTC,2 Reviews,3,4,3
fever,Acetaminophen,On Label,OTC,2 Reviews,4,5,4
fever,Acetaminophen,On Label,OTC,2 Reviews,4,5,4
fever,Acetaminophen,On Label,OTC,2 Reviews,4,5,4
fever,"Acetaminophen-Pamabrom, Ibuprofen",On Label,OTC,2 Reviews,5,5,5
fever,Cpm-PPA-DM-Acetaminophen,On Label,OTC,2 Reviews,4,5,4.5
fever,Ibuprofen,On Label,OTC,2 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,2 Reviews,4,4,4
fever,Acetaminophen,On Label,OTC,2 Reviews,4,4,4
fever,Acetaminophen,On Label,OTC,2 Reviews,4,4,4
fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,2 Reviews,1,1,1
fever,ASA-Acetaminophen-Salicyl-Caff,On Label,OTC,2 Reviews,1,1,1
fever,Naproxen Sodium,On Label,OTC,2 Reviews,4,5,5
fever,"Doxylamin-PSE-DM-Acetaminophen, Chlorphen-PE-DM-Acetaminophen",On Label,OTC,2 Reviews,3,4,4
fever,Phenyltoloxamine-Acetaminophen,"
",OTC,2 Reviews,2,4,1.5
fever,Acetaminophen,On Label,OTC,2 Reviews,1,1,1
fever,Acetaminophen,On Label,OTC,2 Reviews,3,4,1
fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,2 Reviews,4,5,4
fever,Acetaminophen,On Label,OTC,2 Reviews,1,1,2
fever,Aspirin,On Label,OTC,2 Reviews,1,1,1
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,2 Reviews,4.5,4.5,5
fever,"Cpm-PPA-DM-Acetaminophen, Acetaminophen",On Label,OTC,2 Reviews,5,5,2
fever,Phenyltoloxamine-Acetaminophen,"
",RX,2 Reviews,4,5,4
fever,Ibuprofen,On Label,OTC,2 Reviews,4,4,5
fever,Ibuprofen,On Label,OTC,2 Reviews,3.5,4.5,2.5
fever,Aspirin,On Label,OTC,2 Reviews,2.5,4,2
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,2 Reviews,1,1,1
fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,2 Reviews,5,5,4
fever,Acetaminophen,On Label,OTC,2 Reviews,1.5,3,1.5
fever,"Choline,Magnesium Salicylate",On Label,RX,2 Reviews,5,5,5
fever,"Choline,Magnesium Salicylate",On Label,RX,2 Reviews,5,5,5
fever,Naproxen-Pseudoephedrine,On Label,OTC,2 Reviews,5,5,5
fever,Phenyltoloxamine-Acetaminophen,"
",OTC,2 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,2 Reviews,5,1,1
fever,"Aspirin, Buffered",On Label,OTC,2 Reviews,5,5,5
fever,Aspirin,On Label,OTC,2 Reviews,2,2.5,1.5
fever,Acetaminophen,On Label,OTC,2 Reviews,3,4,2
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,2 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,2 Reviews,5,5,5
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,2 Reviews,2.5,4,2
fever,Acetaminophen,On Label,OTC,2 Reviews,2,4,3
fever,Acetaminophen,On Label,OTC,2 Reviews,5,5,5
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,2 Reviews,5,5,5
fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,2 Reviews,4.5,4.5,4.5
fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Pseudoephedrine-Ibuprofen,On Label,OTC,1 Reviews,2,2,2
fever,Pseudoephedrine-Ibuprofen,On Label,OTC,1 Reviews,4,5,5
fever,Acetaminophen-DM,On Label,OTC,1 Reviews,1,1,1
fever,Aspirin-Acetaminophen-Caffeine,On Label,OTC,1 Reviews,5,5,4
fever,Aspirin-Acetaminophen-Caffeine,On Label,OTC,1 Reviews,5,5,4
fever,Aspirin,On Label,OTC,1 Reviews,3,5,3
fever,"Aspirin, Buffered",On Label,OTC,1 Reviews,5,5,5
fever,"Aspirin, Buffered",On Label,OTC,1 Reviews,3,4,4
fever,Ibuprofen,On Label,OTC,1 Reviews,3,5,3
fever,"Aspirin, Buffered",On Label,OTC,1 Reviews,5,5,5
fever,Phenyltoloxamine-Acetaminophen,"
",OTC,1 Reviews,2,5,3
fever,"Dextromethorphan-Guaifenesin, Guaifenesin, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1 Reviews,2,2,1
fever,"Dextromethorphan-Guaifenesin, Guaifenesin, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1 Reviews,2,2,1
fever,"Dextromethorphan-Guaifenesin, Guaifenesin, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1 Reviews,2,2,1
fever,"Dextromethorphan-Guaifenesin, Guaifenesin, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1 Reviews,2,2,1
fever,Acetaminophen-DM,On Label,OTC,1 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,1 Reviews,4,2,4
fever,Ibuprofen,On Label,OTC,1 Reviews,1,1,1
fever,Aspirin,On Label,OTC,1 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,"Pseudoephedrine-Ibuprofen, Ibuprofen",On Label,OTC,1 Reviews,5,5,5
fever,"Pseudoephedrine-Ibuprofen, Ibuprofen",On Label,OTC,1 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,1 Reviews,5,4,5
fever,Ibuprofen,On Label,RX,1 Reviews,5,5,5
fever,"Aspirin, Buffered",On Label,OTC,1 Reviews,5,5,5
fever,"Aspirin, Buffered",On Label,OTC,1 Reviews,5,5,5
fever,Naproxen-Pseudoephedrine,On Label,OTC,1 Reviews,5,4,4
fever,Acetaminophen,On Label,OTC,1 Reviews,1,1,1
fever,"Doxylamine-PE-DM-Acetaminophen, Diphenhydramine-PPA-ASA",On Label,OTC,1 Reviews,4,5,5
fever,Phenyltoloxamine-Acetaminophen,"
",RX,1 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,1 Reviews,3,3,5
fever,"Pseudoephedrine-Ibuprofen, Brompheniram-PSE-Acetaminophen",On Label,OTC,1 Reviews,1,4,1
fever,ASA-Acetaminophen-Salicyl-Caff,On Label,OTC,1 Reviews,1,1,1
fever,Ibuprofen,On Label,OTC,1 Reviews,5,5,5
fever,Aspirin,On Label,OTC,1 Reviews,4,5,5
fever,Acetaminophen,On Label,OTC,1 Reviews,1,1,1
fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,1 Reviews,3,5,3
fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,1 Reviews,4,5,3
fever,Phenyltoloxamine-Acetaminophen,"
",RX,1 Reviews,5,5,5
fever,Chlorpheniramine-Acetaminophen,On Label,OTC,1 Reviews,3,5,1
fever,Aspirin,On Label,OTC,1 Reviews,5,5,5
fever,Aspirin,On Label,OTC,1 Reviews,5,5,5
fever,Naproxen-Pseudoephedrine,On Label,OTC,1 Reviews,4,4,2
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1 Reviews,5,5,5
fever,Aspirin,On Label,OTC,1 Reviews,5,5,5
fever,Cpm-PPA-DM-Acetaminophen,On Label,OTC,1 Reviews,4,4,4
fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,1 Reviews,3,5,3
fever,"Aspirin, Buffered",On Label,OTC,1 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,1 Reviews,3,4,3
fever,Phenyltoloxamine-Acetaminophen,"
",RX,1 Reviews,5,5,3
fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,1
fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,"Chlorphenir-Phenylephrn-Aspirn, Diphenhydramine-Acetaminophen, Cpm-Phenyleph-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1 Reviews,2,2,5
fever,"Chlorphenir-Phenylephrn-Aspirn, Diphenhydramine-Acetaminophen, Cpm-Phenyleph-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1 Reviews,2,2,5
fever,"Chlorphenir-Phenylephrn-Aspirn, Diphenhydramine-Acetaminophen, Cpm-Phenyleph-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1 Reviews,2,2,5
fever,"Chlorphenir-Phenylephrn-Aspirn, Diphenhydramine-Acetaminophen, Cpm-Phenyleph-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1 Reviews,2,2,5
fever,Ibuprofen,On Label,OTC,1 Reviews,4,3,3
fever,Indomethacin,Off Label,RX,1 Reviews,1,4,1
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,1 Reviews,4,5,4
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,1 Reviews,4,5,4
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,1 Reviews,4,5,4
fever,Chlorpheniram-DM-Acetaminophen,On Label,OTC,1 Reviews,3,5,2
fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,1 Reviews,3,4,3
fever,Ibuprofen,On Label,OTC,1 Reviews,4,4,4
fever,Ibuprofen,On Label,OTC,1 Reviews,4,4,4
fever,Ibuprofen,On Label,OTC,1 Reviews,4,4,4
fever,Acetaminophen,On Label,OTC,1 Reviews,2,3,4
fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Aspirin,On Label,OTC,1 Reviews,1,1,1
fever,Aspirin,On Label,OTC,1 Reviews,3,4,4
fever,Acetaminophen,On Label,OTC,1 Reviews,5,4,5
fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,1 Reviews,3,3,3
fever,Naproxen Sodium,On Label,OTC,1 Reviews,4,3,4
fever,Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1 Reviews,4,5,1
fever,Aspirin,On Label,RX,1 Reviews,1,1,1
fever,Acetaminophen,On Label,OTC,1 Reviews,4,5,5
fever,Acetaminophen,On Label,OTC,1 Reviews,1,1,1
fever,Acetaminophen,On Label,OTC,1 Reviews,3,3,3
fever,Doxylamine-PE-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1 Reviews,4,5,4
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1 Reviews,4,5,4
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1 Reviews,3,5,3
fever,Ibuprofen,On Label,RX,1 Reviews,3,3,3
fever,Acetaminophen,On Label,OTC,1 Reviews,1,1,1
fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,1 Reviews,4,5,4
fever,"Aspirin, Buffered",On Label,OTC,1 Reviews,1,1,1
fever,Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Ibuprofen,On Label,RX,1 Reviews,4,5,2
fever,Aspirin,On Label,OTC,1 Reviews,1,1,1
fever,Aspirin,On Label,OTC,1 Reviews,1,1,1
fever,Pseudoephedrine-Ibuprofen,On Label,OTC,1 Reviews,3,3,3
fever,Acetaminophen,On Label,OTC,1 Reviews,4,4,4
fever,Aspirin,On Label,OTC,1 Reviews,4,4,4
fever,Acetaminophen,On Label,OTC,1 Reviews,1,3,1
fever,Ibuprofen,On Label,OTC,1 Reviews,5,5,5
fever,Aspirin-Calcium Carbonate,On Label,OTC,1 Reviews,5,5,5
fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,1 Reviews,1,5,1
fever,Acetaminophen,On Label,OTC,1 Reviews,4,5,5
fever,Aspirin,On Label,OTC,1 Reviews,3,5,3
fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,3
fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1 Reviews,1,1,1
fever,Doxylamine-PE-DM-Acetaminophen,On Label,OTC,1 Reviews,1,1,1
fever,"Pseudoeph-DM-GG-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1 Reviews,4,5,4
fever,"Pseudoeph-DM-GG-Acetaminophen, Chlorphen-PE-DM-Acetaminophen",On Label,OTC,1 Reviews,3,3,4
fever,"Pseudoeph-DM-GG-Acetaminophen, Chlorphen-PE-DM-Acetaminophen",On Label,OTC,1 Reviews,3,3,4
fever,Indomethacin,Off Label,RX,1 Reviews,3,5,4
fever,Phenyltoloxamine-Acetaminophen,"
",RX,1 Reviews,1,3,1
fever,Acetaminophen,On Label,OTC,1 Reviews,4,3,5
fever,Chlorpheniramine-Acetaminophen,On Label,OTC,1 Reviews,4,3,2
fever,"Aspirin-Acetaminophen-Caffeine, Aspirin, Phenyltoloxamine-Acetaminophen",On Label,OTC,1 Reviews,2,2,2
fever,"Aspirin-Acetaminophen-Caffeine, Aspirin, Phenyltoloxamine-Acetaminophen",On Label,OTC,1 Reviews,2,2,2
fever,"Aspirin-Acetaminophen-Caffeine, Aspirin, Phenyltoloxamine-Acetaminophen",On Label,OTC,1 Reviews,2,2,2
fever,"Aspirin, Buffered",On Label,OTC,1 Reviews,5,5,5
fever,Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,1 Reviews,3,5,3
fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,1 Reviews,3,5,5
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1 Reviews,4,5,1
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Acetaminophen-DM,On Label,OTC,1 Reviews,2,5,3
fever,"Pseudoeph-DM-GG-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1 Reviews,3,5,3
fever,"Pseudoeph-DM-GG-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1 Reviews,3,5,3
fever,Ibuprofen,On Label,OTC,1 Reviews,5,5,5
fever,Ibuprofen,On Label,OTC,1 Reviews,5,5,5
fever,Ibuprofen,On Label,OTC,1 Reviews,4,3,4
fever,Doxylamine-PE-DM-Acetaminophen,On Label,OTC,1 Reviews,4,5,3
fever,"Pseudoephed-DM-Acetaminophen, Phenylpropanolamine-GG, Chlorpheniramine-Pseudoephed",On Label,OTC,1 Reviews,3,3,3
fever,"Pseudoephed-DM-Acetaminophen, Phenylpropanolamine-GG, Chlorpheniramine-Pseudoephed",On Label,OTC,1 Reviews,3,3,3
fever,"Pseudoephed-DM-Acetaminophen, Phenylpropanolamine-GG, Chlorpheniramine-Pseudoephed",On Label,OTC,1 Reviews,3,3,3
fever,Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Chlorpheniram-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Doxylamine-PE-DM-Acetaminophen,On Label,OTC,1 Reviews,5,4,4
fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,1 Reviews,4,5,4
fever,Doxylam-PE-DM-Acetaminophen-GG,On Label,OTC,1 Reviews,4,5,5
fibromyalgia,Duloxetine,On Label,RX,4647 Reviews,3.41,4.13,3.08
fibromyalgia,Pregabalin,On Label,RX,3066 Reviews,3.38,4.07,3
fibromyalgia,Amitriptyline,Off Label,RX,1126 Reviews,3.53,4.29,3.15
fibromyalgia,Cyclobenzaprine,Off Label,RX,772 Reviews,3.6,4.31,3.34
fibromyalgia,Paroxetine Hcl,Off Label,RX,728 Reviews,3.72,4.23,3.23
fibromyalgia,Cyclobenzaprine,Off Label,RX,479 Reviews,3.43,4.22,3.22
fibromyalgia,Mirtazapine,Off Label,RX,463 Reviews,3.26,4.23,2.9
fibromyalgia,Mirtazapine,Off Label,RX,463 Reviews,3.26,4.23,2.9
fibromyalgia,Amitriptyline,Off Label,RX,409 Reviews,3.36,4.15,3.02
fibromyalgia,Pramipexole,Off Label,RX,332 Reviews,3.96,4.27,3.71
fibromyalgia,Paroxetine Hcl,Off Label,RX,298 Reviews,3.36,4.24,3
fibromyalgia,Paroxetine Hcl,Off Label,RX,298 Reviews,3.36,4.24,3
fibromyalgia,Paroxetine Hcl,Off Label,RX,298 Reviews,3.36,4.24,3
fibromyalgia,Cyclobenzaprine,Off Label,RX,219 Reviews,3.12,4.18,2.97
fibromyalgia,Tramadol-Acetaminophen,Off Label,RX,176 Reviews,3.32,4.4,3.13
fibromyalgia,Tramadol-Acetaminophen,Off Label,RX,133 Reviews,3.07,4.07,2.9
fibromyalgia,Duloxetine,On Label,RX,132 Reviews,3.51,3.85,3.21
fibromyalgia,Duloxetine,On Label,RX,132 Reviews,3.51,3.85,3.21
fibromyalgia,Pramipexole,Off Label,RX,84 Reviews,4,4.27,3.81
fibromyalgia,Pramipexole,Off Label,RX,84 Reviews,4,4.27,3.81
fibromyalgia,Amitriptyline,Off Label,RX,33 Reviews,2.8,3.9,2.4
fibromyalgia,Mirtazapine,Off Label,RX,23 Reviews,3.36,4,3.18
fibromyalgia,Pramipexole,Off Label,RX,18 Reviews,4.43,4.43,4
fibromyalgia,Cyclobenzaprine,Off Label,RX,13 Reviews,4.25,5,4
fibromyalgia,Milnacipran,On Label,RX,9 Reviews,3.57,4.29,3.57
fibromyalgia,Duloxetine,On Label,RX,1 Reviews,5,4,4
fibromyalgia,Amitriptyline,Off Label,RX,1 Reviews,3,4,3
flatulence,Simethicone,On Label,OTC,31 Reviews,3.68,4.46,3.46
flatulence,Simethicone,On Label,OTC,31 Reviews,3.68,4.46,3.46
flatulence,Simethicone,On Label,OTC,31 Reviews,3.68,4.46,3.46
flatulence,Simethicone,On Label,OTC,25 Reviews,2.64,4.64,2.82
flatulence,Simethicone,On Label,OTC,25 Reviews,2.64,4.64,2.82
flatulence,Simethicone,On Label,OTC,17 Reviews,4.25,4.56,4
flatulence,Simethicone,On Label,OTC,17 Reviews,4.25,4.56,4
flatulence,Simethicone,On Label,OTC,17 Reviews,4.25,4.56,4
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,11 Reviews,3,4,2
flatulence,Simethicone,On Label,OTC,10 Reviews,4.6,4.8,4.6
flatulence,Simethicone,On Label,OTC,10 Reviews,4.6,4.8,4.6
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Calcium And Magnesium Carbonat, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,8 Reviews,4.5,4.67,4.33
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Calcium And Magnesium Carbonat, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,8 Reviews,4.5,4.67,4.33
flatulence,Calcium Carbonate-Simethicone,On Label,OTC,6 Reviews,5,5,5
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,5 Reviews,5,5,5
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,5 Reviews,5,5,5
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,5 Reviews,5,5,5
flatulence,Calcium Carbonate-Simethicone,On Label,OTC,3 Reviews,5,5,5
flatulence,Simethicone,On Label,OTC,3 Reviews,4.67,5,4.67
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,3 Reviews,4,4,4.5
flatulence,Simethicone,On Label,OTC,3 Reviews,2,4,2
flatulence,"Calcium Carbonate-Mag Hydroxid, Alum-Mag Hydroxide-Simeth",On Label,OTC,3 Reviews,3,5,4
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,2 Reviews,5,4,2
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,2 Reviews,5,4,2
flatulence,"Calcium Carb-Mag Hydrox-Simeth, Alum-Mag Hydroxide-Simeth",On Label,OTC,2 Reviews,5,5,5
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,2 Reviews,3,5,3
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,2 Reviews,5,5,5
